GraduatedYr,FacName,FacName.1,gender,AgeGrad,Nationality,EntryChannel,MUET,Program,CGPA,YearEntry,YearGrad,Status,JobGroup,jobassurance,JobStatusCategory,JobIncome,JobNumber
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.55,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.1,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 2,BACELOR SAINS PERTANIAN,3.43,2014,2019,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM5,001 dan ke atas",
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.72,2015,2019,Bekerja sepenuh masa,Profesional,Government employees,Temporary,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Male,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR PERTANIAN (SAINS TERNAKAN),3.0,2014,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Temporary,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Male,23,Malaysian,STPM Aliran Sains,Band 5,BACELOR SAINS PERTANIAN,3.94,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM3,001- RM5,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.77,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,001- RM3,000",Ke- 2
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS (PERNIAGAANTANI),3.69,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Government employees,Contract,"RM5,001 dan ke atas",Pertama
2019,FP,Fac2,Female,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 1,BACELOR SAINS (PERNIAGAANTANI),3.49,2015,2019,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,001- RM2,000",Ke- 4
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.72,2015,2019,Bekerja sepenuh masa,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Private workers (including NGOs),Temporary,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Male,23,Malaysian,STPM Aliran Sains,Band 3,BACELOR SAINS (PERNIAGAANTANI),3.6,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM3,001- RM5,000",Pertama
2019,FP,Fac2,Male,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERTANIAN,3.4,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Contract,"RM2,001- RM3,000",Pertama
2019,FP,Fac2,Male,26,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS (PERNIAGAANTANI),3.3,2013,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Government employees,Contract,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PERTANIAN,3.44,2015,2019,Bekerja separa masa,Pekerjaan Asas,Private workers (including NGOs),Temporary,"RM1,001- RM2,000",Ke- 4
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.39,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS PERTANIAN,3.52,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PERTANIAN,3.53,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS PERTANIAN,3.77,2015,2019,Bekerja sepenuh masa,Profesional,Government employees,Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS (PERNIAGAANTANI),3.16,2015,2019,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,27,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.42,2012,2019,Bekerja sepenuh masa,Profesional,Government employees,Permanent,"RM2,001- RM3,000",Ke- 2
2019,FP,Fac2,Male,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS (PERNIAGAANTANI),2.74,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Ke- 2
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS PERTANIAN,3.63,2015,2019,Bekerja sepenuh masa,Profesional,Government employees,Contract,"RM1,001- RM2,000",Ke- 2
2019,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 2,BACELOR SAINS PERTANIAN,3.46,2014,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Ke- 2
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS PERTANIAN,3.89,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,001- RM3,000",Pertama
2019,FP,Fac2,Female,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS (PERNIAGAANTANI),3.23,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Temporary,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 2,BACELOR SAINS PERTANIAN,3.22,2014,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERTANIAN,3.85,2015,2019,Bekerja separa masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Ke- 5
2019,FP,Fac2,Female,23,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS PERTANIAN,3.77,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Government employees,Temporary,"RM5,001 dan ke atas",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR PERTANIAN (AKUAKULTUR),3.21,2015,2019,Bekerja sepenuh masa,Profesional,Government employees,Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Matrikulasi KPM,Band 2,BACELOR SAINS (PERNIAGAANTANI),3.71,2015,2019,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,001- RM2,000",Ke- 2
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.5,2015,2019,Bekerja separa masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Temporary,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.5,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.75,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.51,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 4,BACELOR SAINS PERTANIAN,3.65,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS PERTANIAN,3.04,2015,2019,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.38,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.67,2015,2019,Bekerja sepenuh masa,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Private workers (including NGOs),Permanent,"RM2,001- RM3,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.63,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS PERTANIAN,3.54,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS PERTANIAN,3.65,2015,2019,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Female,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR PERTANIAN (SAINS TERNAKAN),2.75,2014,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 2,BACELOR PERTANIAN (SAINS TERNAKAN),3.59,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,32,Malaysian,Lain-lain,Band 4,BACELOR SAINS PERTANIAN,3.69,2014,2019,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,26,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS (PERNIAGAANTANI),3.1,2015,2019,Bekerja separa masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Ke- 2
2019,FP,Fac2,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.64,2015,2019,Bekerja sepenuh masa,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.07,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,27,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 1,BACELOR SAINS PERTANIAN,3.1,2015,2019,Bekerja sepenuh masa,Profesional,Government employees,Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS (PERNIAGAANTANI),2.79,2015,2019,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (SAINS TERNAKAN),3.65,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,26,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS (PERNIAGAANTANI),3.31,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM1,001- RM2,000",
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS PERTANIAN,3.94,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,23,Malaysian,Asasi UPM,Band 2,BACELOR PERTANIAN (SAINS TERNAKAN),2.94,2014,2019,Bekerja sepenuh masa,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Matrikulasi KPM,Band 4,BACELOR PERTANIAN (SAINS TERNAKAN),3.77,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PERTANIAN,3.8,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Government employees,Contract,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 4,BACELOR SAINS (PERNIAGAANTANI),3.43,2015,2019,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR PERTANIAN (AKUAKULTUR),3.79,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Government employees,Contract,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS PERTANIAN,3.62,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Temporary,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS (PERNIAGAANTANI),3.81,2015,2019,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.73,2015,2019,Bekerja separa masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Ke- 2
2019,FP,Fac2,Male,22,Malaysian,Asasi UPM,Band 4,BACELOR SAINS (PERNIAGAANTANI),3.62,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Ke- 2
2019,FP,Fac2,Male,26,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS (PERNIAGAANTANI),2.86,2015,2019,Bekerja sepenuh masa,Pekerjaan Asas,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS (PERNIAGAANTANI),3.03,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM3,000",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS (PERNIAGAANTANI),3.4,2015,2019,Bekerja sepenuh masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.66,2015,2019,Bekerja sepenuh masa,Profesional,Government employees,Contract,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS PENGURUSAN PERLADANGAN,3.49,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Contract,"RM2,001- RM3,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.86,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Ke- 2
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 2,BACELOR SAINS HORTIKULTUR,3.88,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.5,2015,2019,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Ke- 10 atau lebih
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.72,2015,2019,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Ke- 3
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.09,2015,2019,Bekerja sepenuh masa,Profesional,Government employees,Contract,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR PERTANIAN (AKUAKULTUR),3.35,2015,2019,Bekerja separa masa,Juruteknik dan Profesional Bersekutu,Government employees,Temporary,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 2,BACELOR SAINS HORTIKULTUR,3.8,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Permanent,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.67,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Temporary,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS PENGURUSAN PERLADANGAN,3.68,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Contract,"RM2,001- RM3,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS HORTIKULTUR,3.87,2015,2019,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Permanent,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 1,BACELOR SAINS PENGURUSAN PERLADANGAN,3.53,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Ke- 10 atau lebih
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR PERTANIAN (AKUAKULTUR),3.62,2015,2019,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,2.83,2015,2019,Bekerja sepenuh masa,Profesional,Government employees,Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,26,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS PENGURUSAN PERLADANGAN,3.73,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,001- RM3,000",Pertama
2019,FP,Fac2,Male,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.68,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Male,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.42,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Ke- 4
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS PENGURUSAN PERLADANGAN,3.88,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM2,001- RM3,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.62,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Temporary,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS HORTIKULTUR,3.32,2015,2019,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM5,001 dan ke atas",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS PENGURUSAN PERLADANGAN,3.78,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM3,001- RM5,000",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.44,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.47,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Female,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.16,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.87,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.94,2015,2019,Bekerja separa masa,Pekerja Perkhidmatan dan Jualan,Private workers (including NGOs),Temporary,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS HORTIKULTUR,3.15,2015,2019,Bekerja separa masa,Profesional,Government employees,Temporary,"RM1,001- RM2,000",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 4,BACELOR PERTANIAN (AKUAKULTUR),3.46,2015,2019,Bekerja sepenuh masa,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Private workers (including NGOs),Permanent,"RM1,001- RM2,000",Ke- 2
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR PERTANIAN (AKUAKULTUR),2.82,2015,2019,Bekerja sepenuh masa,"Pekerja Mahir Pertanian, Perhutanan dan Perikanan",Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS HORTIKULTUR,3.33,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,22,Malaysian,Asasi UPM,Band 4,BACELOR PERTANIAN (AKUAKULTUR),3.53,2015,2019,Bekerja sepenuh masa,Juruteknik dan Profesional Bersekutu,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
2019,FP,Fac2,Male,24,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 2,BACELOR SAINS PENGURUSAN PERLADANGAN,3.88,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FP,Fac2,Female,22,Malaysian,Asasi UPM,Band 3,BACELOR SAINS HORTIKULTUR,3.32,2015,2019,Bekerja sepenuh masa,Profesional,Private workers (including NGOs),Permanent,"RM2,001- RM3,000",Pertama
2019,FEM,Fac3,Male,25,Malaysian,Diploma dan Kelayakan Lain yang Setaraf (Aliran Sains),Band 3,BACELOR SAINS (PEMBANGUNAN MANUSIA DAN TEKNOLOGI MAKLUMAT),3.09,2015,2019,Bekerja sepenuh masa,Pengurus,Private workers (including NGOs),Permanent,"RM2,001- RM2,500",Pertama
2019,FEM,Fac3,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS (PEMBANGUNAN MANUSIA),3.84,2015,2019,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Permanent,"RM1,001- RM2,000",Pertama
2019,FEM,Fac3,Female,22,Malaysian,Matrikulasi KPM,Band 3,BACELOR SAINS (PEMBANGUNAN MANUSIA),3.83,2015,2019,Bekerja sepenuh masa,Pekerja Sokongan Perkeranian,Private workers (including NGOs),Contract,"RM1,501- RM2,000",Pertama
